Region,Availability Zone,Resource Type,Total Remaining
cn-north-52,001/002/003,as.scalingGroups,4000
cn-north-52,001/002/003,rds.instances,1000
cn-north-52,001/002/003,vpc.bandwidths,3500
cn-north-52,001/002/003,evs.volumes,2000
cn-north-52,001/002/003,cbr.vault,5500
cn-north-52,001/002/003,vpc.vpcs,3500
cn-north-52,001/002/003,vpc.publicips,3500
cn-north-52,001/002/003,vpc.securityGroups,1000
cn-north-52,001/002/003,rds.nodes,6500
cn-north-52,001/002/003,bms.servers,8000
cn-north-52,001/002/003,ecs.cloudservers,6500
cn-north-53,001/002/003/004,rds.instances,6000
cn-north-53,001/002/003/004,as.scalingGroups,3000
cn-north-53,001/002/003/004,vpc.bandwidths,4000
cn-north-53,001/002/003/004,evs.volumes,1500
cn-north-53,001/002/003/004,cbr.vault,8000
cn-north-53,001/002/003/004,vpc.vpcs,9000
cn-north-53,001/002/003/004,vpc.publicips,3500
cn-north-53,001/002/003/004,vpc.securityGroups,6500
cn-north-53,001/002/003/004,rds.nodes,4000
cn-north-53,001/002/003/004,bms.servers,5500
cn-north-53,001/002/003/004,ecs.cloudservers,7000
cn-north-54,001/002/003/004/005,as.scalingGroups,3500
cn-north-54,001/002/003/004/005,rds.instances,5000
cn-north-54,001/002/003/004/005,vpc.bandwidths,7000
cn-north-54,001/002/003/004/005,evs.volumes,3500
cn-north-54,001/002/003/004/005,cbr.vault,8500
cn-north-54,001/002/003/004/005,vpc.vpcs,9000
cn-north-54,001/002/003/004/005,vpc.publicips,8000
cn-north-54,001/002/003/004/005,vpc.securityGroups,6000
cn-north-54,001/002/003/004/005,rds.nodes,8500
cn-north-54,001/002/003/004/005,bms.servers,12500
cn-north-54,001/002/003/004/005,ecs.cloudservers,10500
cn-north-55,001/002,rds.instances,4500
cn-north-55,001/002,as.scalingGroups,4500
cn-north-55,001/002,evs.volumes,1000
cn-north-55,001/002,vpc.bandwidths,1000
cn-north-55,001/002,ecs.cloudservers,2500
cn-north-55,001/002,vpc.publicips,4000
cn-north-55,001/002,vpc.securityGroups,6000
cn-north-55,001/002,rds.nodes,3500
cn-north-55,001/002,bms.servers,1500
cn-north-55,001/002,vpc.vpcs,1500
cn-north-56,001/002/003/004/005,rds.instances,4000
cn-north-56,001/002/003/004/005,as.scalingGroups,8500
cn-north-56,001/002/003/004/005,vpc.bandwidths,10000
cn-north-56,001/002/003/004/005,evs.volumes,10000
cn-north-56,001/002/003/004/005,cbr.vault,5500
cn-north-56,001/002/003/004/005,ecs.cloudservers,6500
cn-north-56,001/002/003/004/005,vpc.publicips,8500
cn-north-56,001/002/003/004/005,vpc.securityGroups,13000
cn-north-56,001/002/003/004/005,rds.nodes,4500
cn-north-56,001/002/003/004/005,bms.servers,5000
cn-north-56,001/002/003/004/005,vpc.vpcs,5000
cn-north-57,001/002/003/004/005,rds.instances,9500
cn-north-57,001/002/003/004/005,as.scalingGroups,7000
cn-north-57,001/002/003/004/005,vpc.bandwidths,10500
cn-north-57,001/002/003/004/005,evs.volumes,6500
cn-north-57,001/002/003/004/005,cbr.vault,2000
cn-north-57,001/002/003/004/005,vpc.vpcs,4500
cn-north-57,001/002/003/004/005,vpc.publicips,12500
cn-north-57,001/002/003/004/005,vpc.securityGroups,12500
cn-north-57,001/002/003/004/005,rds.nodes,6000
cn-north-57,001/002/003/004/005,bms.servers,9500
cn-north-57,001/002/003/004/005,ecs.cloudservers,2500
cn-north-58,001/002/003/004,rds.instances,9500
cn-north-58,001/002/003/004,as.scalingGroups,5000
cn-north-58,001/002/003/004,vpc.bandwidths,3000
cn-north-58,001/002/003/004,cbr.vault,4000
cn-north-58,001/002/003/004,vpc.vpcs,1500
cn-north-58,001/002/003/004,vpc.publicips,4000
cn-north-58,001/002/003/004,vpc.securityGroups,8500
cn-north-58,001/002/003/004,rds.nodes,3000
cn-north-58,001/002/003/004,bms.servers,5500
cn-north-58,001/002/003/004,ecs.cloudservers,2500
cn-north-59,001/002/003/004,as.scalingGroups,3000
cn-north-59,001/002/003/004,rds.instances,7500
cn-north-59,001/002/003/004,vpc.bandwidths,4000
cn-north-59,001/002/003/004,evs.volumes,6000
cn-north-59,001/002/003/004,cbr.vault,7500
cn-north-59,001/002/003/004,vpc.vpcs,8000
cn-north-59,001/002/003/004,vpc.publicips,5000
cn-north-59,001/002/003/004,vpc.securityGroups,9000
cn-north-59,001/002/003/004,rds.nodes,3000
cn-north-59,001/002/003/004,bms.servers,4000
cn-north-59,001/002/003/004,ecs.cloudservers,3000
cn-north-60,001/002,as.scalingGroups,4000
cn-north-60,001/002,rds.instances,2500
cn-north-60,001/002,vpc.bandwidths,4500
cn-north-60,001/002,evs.volumes,3500
cn-north-60,001/002,cbr.vault,1500
cn-north-60,001/002,ecs.cloudservers,2500
cn-north-60,001/002,vpc.publicips,5000
cn-north-60,001/002,vpc.securityGroups,2500
cn-north-60,001/002,rds.nodes,500
cn-north-60,001/002,vpc.vpcs,6000
cn-north-61,001/002/003/004,rds.instances,5500
cn-north-61,001/002/003/004,as.scalingGroups,10000
cn-north-61,001/002/003/004,vpc.bandwidths,4000
cn-north-61,001/002/003/004,evs.volumes,2000
cn-north-61,001/002/003/004,cbr.vault,4500
cn-north-61,001/002/003/004,ecs.cloudservers,7500
cn-north-61,001/002/003/004,vpc.publicips,6000
cn-north-61,001/002/003/004,vpc.securityGroups,4500
cn-north-61,001/002/003/004,rds.nodes,5500
cn-north-61,001/002/003/004,bms.servers,3000
cn-north-61,001/002/003/004,vpc.vpcs,3500
cn-north-62,001/002/003/004,rds.instances,11000
cn-north-62,001/002/003/004,as.scalingGroups,5000
cn-north-62,001/002/003/004,vpc.bandwidths,7500
cn-north-62,001/002/003/004,evs.volumes,1500
cn-north-62,001/002/003/004,cbr.vault,6000
cn-north-62,001/002/003/004,vpc.vpcs,4500
cn-north-62,001/002/003/004,vpc.publicips,2000
cn-north-62,001/002/003/004,vpc.securityGroups,1500
cn-north-62,001/002/003/004,rds.nodes,3500
cn-north-62,001/002/003/004,bms.servers,8000
cn-north-62,001/002/003/004,ecs.cloudservers,8000
cn-north-63,001/002,rds.instances,6500
cn-north-63,001/002,as.scalingGroups,4000
cn-north-63,001/002,vpc.bandwidths,2500
cn-north-63,001/002,evs.volumes,5000
cn-north-63,001/002,cbr.vault,7000
cn-north-63,001/002,vpc.vpcs,4500
cn-north-63,001/002,vpc.publicips,2000
cn-north-63,001/002,vpc.securityGroups,2500
cn-north-63,001/002,rds.nodes,3500
cn-north-63,001/002,bms.servers,4500
cn-north-63,001/002,ecs.cloudservers,3500
cn-north-64,001/002,rds.instances,4500
cn-north-64,001/002,as.scalingGroups,4500
cn-north-64,001/002,vpc.bandwidths,6500
cn-north-64,001/002,evs.volumes,1000
cn-north-64,001/002,ecs.cloudservers,3000
cn-north-64,001/002,cbr.vault,3500
cn-north-64,001/002,vpc.publicips,1500
cn-north-64,001/002,vpc.securityGroups,6000
cn-north-64,001/002,rds.nodes,7000
cn-north-64,001/002,bms.servers,3000
cn-north-64,001/002,vpc.vpcs,4000
cn-north-65,001/002,as.scalingGroups,5000
cn-north-65,001/002,rds.instances,2000
cn-north-65,001/002,vpc.bandwidths,4000
cn-north-65,001/002,cbr.vault,6000
cn-north-65,001/002,vpc.vpcs,6000
cn-north-65,001/002,vpc.publicips,1500
cn-north-65,001/002,vpc.securityGroups,500
cn-north-65,001/002,bms.servers,3500
cn-north-65,001/002,ecs.cloudservers,1500
cn-north-66,001/002/003,as.scalingGroups,1000
cn-north-66,001/002/003,rds.instances,1500
cn-north-66,001/002/003,vpc.bandwidths,4000
cn-north-66,001/002/003,evs.volumes,6500
cn-north-66,001/002/003,cbr.vault,3000
cn-north-66,001/002/003,vpc.vpcs,7500
cn-north-66,001/002/003,vpc.publicips,8500
cn-north-66,001/002/003,vpc.securityGroups,3000
cn-north-66,001/002/003,rds.nodes,1500
cn-north-66,001/002/003,bms.servers,4000
cn-north-66,001/002/003,ecs.cloudservers,7000
cn-north-67,001/002/003,rds.instances,5000
cn-north-67,001/002/003,as.scalingGroups,3000
cn-north-67,001/002/003,vpc.bandwidths,6000
cn-north-67,001/002/003,evs.volumes,4000
cn-north-67,001/002/003,cbr.vault,4000
cn-north-67,001/002/003,ecs.cloudservers,3000
cn-north-67,001/002/003,vpc.publicips,9000
cn-north-67,001/002/003,vpc.securityGroups,1000
cn-north-67,001/002/003,rds.nodes,4000
cn-north-67,001/002/003,bms.servers,4000
cn-north-67,001/002/003,vpc.vpcs,6500
cn-north-68,001/002/003/004/005,rds.instances,4500
cn-north-68,001/002/003/004/005,as.scalingGroups,4500
cn-north-68,001/002/003/004/005,vpc.bandwidths,9000
cn-north-68,001/002/003/004/005,evs.volumes,1500
cn-north-68,001/002/003/004/005,cbr.vault,4000
cn-north-68,001/002/003/004/005,ecs.cloudservers,7000
cn-north-68,001/002/003/004/005,vpc.publicips,6500
cn-north-68,001/002/003/004/005,vpc.securityGroups,4000
cn-north-68,001/002/003/004/005,rds.nodes,5500
cn-north-68,001/002/003/004/005,bms.servers,2500
cn-north-68,001/002/003/004/005,vpc.vpcs,6500
cn-north-69,001/002/003,as.scalingGroups,4000
cn-north-69,001/002/003,rds.instances,6500
cn-north-69,001/002/003,vpc.bandwidths,1000
cn-north-69,001/002/003,cbr.vault,4500
cn-north-69,001/002/003,ecs.cloudservers,4500
cn-north-69,001/002/003,vpc.publicips,5000
cn-north-69,001/002/003,vpc.securityGroups,2500
cn-north-69,001/002/003,rds.nodes,500
cn-north-69,001/002/003,vpc.vpcs,6500
cn-north-70,001/002/003/004,as.scalingGroups,4500
cn-north-70,001/002/003/004,rds.instances,3500
cn-north-70,001/002/003/004,vpc.bandwidths,7500
cn-north-70,001/002/003/004,evs.volumes,6000
cn-north-70,001/002/003/004,cbr.vault,7000
cn-north-70,001/002/003/004,vpc.vpcs,4000
cn-north-70,001/002/003/004,vpc.publicips,7000
cn-north-70,001/002/003/004,vpc.securityGroups,5500
cn-north-70,001/002/003/004,rds.nodes,8500
cn-north-70,001/002/003/004,bms.servers,8500
cn-north-70,001/002/003/004,ecs.cloudservers,1000
cn-north-71,001/002/003/004,as.scalingGroups,10000
cn-north-71,001/002/003/004,rds.instances,2500
cn-north-71,001/002/003/004,vpc.bandwidths,7500
cn-north-71,001/002/003/004,evs.volumes,500
cn-north-71,001/002/003/004,cbr.vault,7000
cn-north-71,001/002/003/004,vpc.vpcs,7000
cn-north-71,001/002/003/004,vpc.publicips,2500
cn-north-71,001/002/003/004,vpc.securityGroups,7500
cn-north-71,001/002/003/004,rds.nodes,3000
cn-north-71,001/002/003/004,bms.servers,4000
cn-north-71,001/002/003/004,ecs.cloudservers,3500
cn-north-72,001/002/003,as.scalingGroups,1500
cn-north-72,001/002/003,rds.instances,3000
cn-north-72,001/002/003,vpc.bandwidths,5500
cn-north-72,001/002/003,evs.volumes,3500
cn-north-72,001/002/003,cbr.vault,3000
cn-north-72,001/002/003,vpc.vpcs,4000
cn-north-72,001/002/003,vpc.publicips,1000
cn-north-72,001/002/003,vpc.securityGroups,2500
cn-north-72,001/002/003,rds.nodes,8500
cn-north-72,001/002/003,ecs.cloudservers,3000
cn-north-73,001/002/003/004/005,as.scalingGroups,4500
cn-north-73,001/002/003/004/005,rds.instances,7500
cn-north-73,001/002/003/004/005,vpc.bandwidths,10500
cn-north-73,001/002/003/004/005,evs.volumes,8500
cn-north-73,001/002/003/004/005,cbr.vault,5000
cn-north-73,001/002/003/004/005,vpc.vpcs,9000
cn-north-73,001/002/003/004/005,vpc.publicips,11500
cn-north-73,001/002/003/004/005,vpc.securityGroups,9500
cn-north-73,001/002/003/004/005,rds.nodes,9500
cn-north-73,001/002/003/004/005,bms.servers,9000
cn-north-73,001/002/003/004/005,ecs.cloudservers,8500
cn-north-74,001/002/003/004/005,rds.instances,9500
cn-north-74,001/002/003/004/005,as.scalingGroups,7000
cn-north-74,001/002/003/004/005,vpc.bandwidths,7500
cn-north-74,001/002/003/004/005,evs.volumes,3500
cn-north-74,001/002/003/004/005,cbr.vault,8500
cn-north-74,001/002/003/004/005,vpc.vpcs,8000
cn-north-74,001/002/003/004/005,vpc.publicips,4000
cn-north-74,001/002/003/004/005,vpc.securityGroups,7500
cn-north-74,001/002/003/004/005,rds.nodes,4500
cn-north-74,001/002/003/004/005,bms.servers,5000
cn-north-74,001/002/003/004/005,ecs.cloudservers,7500
cn-north-75,001/002,as.scalingGroups,1500
cn-north-75,001/002,vpc.bandwidths,2000
cn-north-75,001/002,evs.volumes,500
cn-north-75,001/002,cbr.vault,4500
cn-north-75,001/002,vpc.publicips,4000
cn-north-75,001/002,vpc.securityGroups,500
cn-north-75,001/002,rds.nodes,5500
cn-north-75,001/002,bms.servers,3000
cn-north-75,001/002,vpc.vpcs,6000
cn-north-76,001/002/003,rds.instances,5500
cn-north-76,001/002/003,as.scalingGroups,5500
cn-north-76,001/002/003,vpc.bandwidths,8500
cn-north-76,001/002/003,evs.volumes,500
cn-north-76,001/002/003,cbr.vault,9000
cn-north-76,001/002/003,vpc.vpcs,3500
cn-north-76,001/002/003,vpc.publicips,3000
cn-north-76,001/002/003,vpc.securityGroups,2500
cn-north-76,001/002/003,rds.nodes,4500
cn-north-76,001/002/003,bms.servers,1000
cn-north-76,001/002/003,ecs.cloudservers,3000
cn-north-77,001/002,rds.instances,500
cn-north-77,001/002,as.scalingGroups,2500
cn-north-77,001/002,evs.volumes,2500
cn-north-77,001/002,cbr.vault,6000
cn-north-77,001/002,vpc.vpcs,1500
cn-north-77,001/002,vpc.publicips,1000
cn-north-77,001/002,rds.nodes,4000
cn-north-77,001/002,bms.servers,1000
cn-north-77,001/002,ecs.cloudservers,3000
cn-north-78,001/002/003/004,as.scalingGroups,11500
cn-north-78,001/002/003/004,rds.instances,7500
cn-north-78,001/002/003/004,vpc.bandwidths,5500
cn-north-78,001/002/003/004,evs.volumes,5000
cn-north-78,001/002/003/004,cbr.vault,7000
cn-north-78,001/002/003/004,ecs.cloudservers,500
cn-north-78,001/002/003/004,vpc.publicips,6000
cn-north-78,001/002/003/004,vpc.securityGroups,4500
cn-north-78,001/002/003/004,rds.nodes,3000
cn-north-78,001/002/003/004,bms.servers,2000
cn-north-78,001/002/003/004,vpc.vpcs,4000
cn-north-79,001/002/003,as.scalingGroups,4500
cn-north-79,001/002/003,rds.instances,1000
cn-north-79,001/002/003,vpc.bandwidths,3500
cn-north-79,001/002/003,evs.volumes,4000
cn-north-79,001/002/003,cbr.vault,1500
cn-north-79,001/002/003,ecs.cloudservers,1000
cn-north-79,001/002/003,vpc.publicips,2500
cn-north-79,001/002/003,vpc.securityGroups,6000
cn-north-79,001/002/003,rds.nodes,4000
cn-north-79,001/002/003,bms.servers,2500
cn-north-79,001/002/003,vpc.vpcs,4000
cn-north-80,001/002,as.scalingGroups,1500
cn-north-80,001/002,rds.instances,1000
cn-north-80,001/002,vpc.bandwidths,4500
cn-north-80,001/002,evs.volumes,4500
cn-north-80,001/002,cbr.vault,1500
cn-north-80,001/002,vpc.vpcs,2500
cn-north-80,001/002,vpc.publicips,4000
cn-north-80,001/002,vpc.securityGroups,1000
cn-north-80,001/002,rds.nodes,4000
cn-north-80,001/002,bms.servers,4000
cn-north-80,001/002,ecs.cloudservers,6000
cn-north-81,001/002/003,rds.instances,4500
cn-north-81,001/002/003,as.scalingGroups,4000
cn-north-81,001/002/003,vpc.bandwidths,4000
cn-north-81,001/002/003,evs.volumes,6500
cn-north-81,001/002/003,cbr.vault,2500
cn-north-81,001/002/003,ecs.cloudservers,3500
cn-north-81,001/002/003,vpc.publicips,1000
cn-north-81,001/002/003,vpc.securityGroups,9500
cn-north-81,001/002/003,rds.nodes,5000
cn-north-81,001/002/003,bms.servers,6000
cn-north-81,001/002/003,vpc.vpcs,5000
cn-north-82,001/002/003,rds.instances,4000
cn-north-82,001/002/003,as.scalingGroups,4000
cn-north-82,001/002/003,vpc.bandwidths,9000
cn-north-82,001/002/003,evs.volumes,4000
cn-north-82,001/002/003,cbr.vault,6000
cn-north-82,001/002/003,ecs.cloudservers,4500
cn-north-82,001/002/003,vpc.publicips,3500
cn-north-82,001/002/003,vpc.securityGroups,3500
cn-north-82,001/002/003,rds.nodes,4500
cn-north-82,001/002/003,vpc.vpcs,4000
cn-north-83,001/002/003,as.scalingGroups,4500
cn-north-83,001/002/003,rds.instances,5500
cn-north-83,001/002/003,vpc.bandwidths,3500
cn-north-83,001/002/003,evs.volumes,5500
cn-north-83,001/002/003,cbr.vault,4500
cn-north-83,001/002/003,vpc.vpcs,1500
cn-north-83,001/002/003,vpc.publicips,500
cn-north-83,001/002/003,vpc.securityGroups,3000
cn-north-83,001/002/003,rds.nodes,2000
cn-north-83,001/002/003,bms.servers,1000
cn-north-83,001/002/003,ecs.cloudservers,3500
cn-north-84,001/002,rds.instances,1000
cn-north-84,001/002,as.scalingGroups,1000
cn-north-84,001/002,evs.volumes,4000
cn-north-84,001/002,vpc.bandwidths,1500
cn-north-84,001/002,cbr.vault,3500
cn-north-84,001/002,ecs.cloudservers,2000
cn-north-84,001/002,vpc.publicips,1000
cn-north-84,001/002,rds.nodes,6000
cn-north-84,001/002,bms.servers,1000
cn-north-84,001/002,vpc.vpcs,1000
cn-north-85,001/002/003/004/005,as.scalingGroups,1000
cn-north-85,001/002/003/004/005,rds.instances,3000
cn-north-85,001/002/003/004/005,vpc.bandwidths,5000
cn-north-85,001/002/003/004/005,evs.volumes,1000
cn-north-85,001/002/003/004/005,cbr.vault,7000
cn-north-85,001/002/003/004/005,vpc.vpcs,3000
cn-north-85,001/002/003/004/005,vpc.publicips,8500
cn-north-85,001/002/003/004/005,vpc.securityGroups,4500
cn-north-85,001/002/003/004/005,rds.nodes,5500
cn-north-85,001/002/003/004/005,bms.servers,4000
cn-north-85,001/002/003/004/005,ecs.cloudservers,5500
cn-north-86,001/002,rds.instances,1500
cn-north-86,001/002,as.scalingGroups,1000
cn-north-86,001/002,vpc.bandwidths,7000
cn-north-86,001/002,evs.volumes,1000
cn-north-86,001/002,cbr.vault,3000
cn-north-86,001/002,vpc.vpcs,5500
cn-north-86,001/002,vpc.publicips,2500
cn-north-86,001/002,vpc.securityGroups,1000
cn-north-86,001/002,rds.nodes,4500
cn-north-86,001/002,bms.servers,1000
cn-north-86,001/002,ecs.cloudservers,1500
cn-north-87,001/002/003/004,as.scalingGroups,5000
cn-north-87,001/002/003/004,rds.instances,8000
cn-north-87,001/002/003/004,vpc.bandwidths,6000
cn-north-87,001/002/003/004,evs.volumes,4500
cn-north-87,001/002/003/004,cbr.vault,6000
cn-north-87,001/002/003/004,ecs.cloudservers,6500
cn-north-87,001/002/003/004,vpc.publicips,7000
cn-north-87,001/002/003/004,vpc.securityGroups,5500
cn-north-87,001/002/003/004,rds.nodes,10000
cn-north-87,001/002/003/004,bms.servers,7000
cn-north-87,001/002/003/004,vpc.vpcs,4000
cn-north-88,001/002,rds.instances,2000
cn-north-88,001/002,as.scalingGroups,3500
cn-north-88,001/002,evs.volumes,3500
cn-north-88,001/002,vpc.bandwidths,500
cn-north-88,001/002,ecs.cloudservers,3500
cn-north-88,001/002,cbr.vault,3500
cn-north-88,001/002,vpc.publicips,3000
cn-north-88,001/002,vpc.securityGroups,5000
cn-north-88,001/002,rds.nodes,3500
cn-north-88,001/002,bms.servers,2500
cn-north-88,001/002,vpc.vpcs,4000
cn-north-89,001/002/003/004/005,as.scalingGroups,1500
cn-north-89,001/002/003/004/005,rds.instances,8000
cn-north-89,001/002/003/004/005,vpc.bandwidths,9000
cn-north-89,001/002/003/004/005,evs.volumes,11000
cn-north-89,001/002/003/004/005,cbr.vault,7000
cn-north-89,001/002/003/004/005,vpc.vpcs,3500
cn-north-89,001/002/003/004/005,vpc.publicips,8000
cn-north-89,001/002/003/004/005,vpc.securityGroups,9000
cn-north-89,001/002/003/004/005,rds.nodes,13000
cn-north-89,001/002/003/004/005,bms.servers,8500
cn-north-89,001/002/003/004/005,ecs.cloudservers,10000
cn-north-90,001/002/003/004,rds.instances,5500
cn-north-90,001/002/003/004,as.scalingGroups,3000
cn-north-90,001/002/003/004,vpc.bandwidths,8000
cn-north-90,001/002/003/004,evs.volumes,6000
cn-north-90,001/002/003/004,cbr.vault,8000
cn-north-90,001/002/003/004,ecs.cloudservers,500
cn-north-90,001/002/003/004,vpc.publicips,10500
cn-north-90,001/002/003/004,vpc.securityGroups,5500
cn-north-90,001/002/003/004,rds.nodes,9500
cn-north-90,001/002/003/004,bms.servers,5000
cn-north-90,001/002/003/004,vpc.vpcs,5000
cn-north-91,001/002,rds.instances,1500
cn-north-91,001/002,as.scalingGroups,1500
cn-north-91,001/002,vpc.bandwidths,3500
cn-north-91,001/002,evs.volumes,1000
cn-north-91,001/002,cbr.vault,2000
cn-north-91,001/002,ecs.cloudservers,1500
cn-north-91,001/002,vpc.publicips,1500
cn-north-91,001/002,vpc.securityGroups,4000
cn-north-91,001/002,rds.nodes,2500
cn-north-91,001/002,bms.servers,500
cn-north-91,001/002,vpc.vpcs,4500
cn-north-92,001/002/003/004,as.scalingGroups,4500
cn-north-92,001/002/003/004,rds.instances,4000
cn-north-92,001/002/003/004,vpc.bandwidths,5500
cn-north-92,001/002/003/004,evs.volumes,6000
cn-north-92,001/002/003/004,cbr.vault,2000
cn-north-92,001/002/003/004,vpc.vpcs,5500
cn-north-92,001/002/003/004,vpc.publicips,6000
cn-north-92,001/002/003/004,vpc.securityGroups,3000
cn-north-92,001/002/003/004,rds.nodes,7000
cn-north-92,001/002/003/004,bms.servers,3500
cn-north-92,001/002/003/004,ecs.cloudservers,1000
